W0417 14:24:13.507000 1272107 torch/distributed/run.py:852] 
W0417 14:24:13.507000 1272107 torch/distributed/run.py:852] *****************************************
W0417 14:24:13.507000 1272107 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0417 14:24:13.507000 1272107 torch/distributed/run.py:852] *****************************************
Using Flash Attention 3 (Hopper GPU detected)
wandb: Tracking run with wandb version 0.25.1
wandb: W&B syncing is set to `offline` in this directory. Run `wandb online` or set WANDB_MODE=online to enable cloud syncing.
wandb: Run data is saved locally in /mnt/vast/joey/slowrun/wandb/offline-run-20260417_142436-yrj2vzdz
--- Hyperparameters ---
  n_layer=16, n_embd=1024, n_head=8, head_dim=128
  seq_len=2048, window_pattern=SSSL
  total_batch_size=524288, device_batch_size=32
  block_loop_count=1
  matrix_lr=0.032, scalar_lr=0.2, embedding_lr=0.12, unembedding_lr=0.0008
  weight_decay=0.8, adam_betas=(0.8, 0.95)
  warmup_ratio=0.0, warmdown_ratio=0.6, final_lr_frac=0.0
  num_epochs=16, patience=-1
  dropout=0.1
-----------------------
Vocab size: 50,257
Padding vocab_size from 50257 to 50304
Parameters: 316,935,720 (transformer: 205,524,480, value_embeds: 8,388,608, lm_head: 51,511,296, other: 51,511,336)
FLOPs per token: 1.756259e+09
Batch size: 524,288 tokens, grad accum: 1 steps
Training for 16 epoch(s) (~3040 steps estimated)
Eval set: 10,000,000 tokens
Step 00000 | Val BPB: 3.517133 | Val Loss: 10.826475
step 00001 (0.03%) | loss: 10.826533 | dt: 15139.69ms | tok/sec: 34,630 | bf16_mfu: 0.77%
step 00002 (0.07%) | loss: 10.747878 | dt: 498.64ms | tok/sec: 1,051,433 | bf16_mfu: 23.34%
step 00003 (0.10%) | loss: 10.606686 | dt: 269.85ms | tok/sec: 1,942,915 | bf16_mfu: 43.13%
step 00806 (26.51%) | loss: 3.775158 | dt: 282.66ms | tok/sec: 1,854,807 | bf16_mfu: 41.17% | eta: 10.6m
step 00807 (26.55%) | loss: 3.767847 | dt: 283.96ms | tok/sec: 1,846,362 | bf16_mfu: 40.98% | eta: 10.6m
step 00808 (26.58%) | loss: 3.760971 | dt: 285.33ms | tok/sec: 1,837,479 | bf16_mfu: 40.79% | eta: 10.6m
step 00809 (26.61%) | loss: 3.769430 | dt: 284.30ms | tok/sec: 1,844,117 | bf16_mfu: 40.93% | eta: 10.6m
step 00810 (26.64%) | loss: 3.773267 | dt: 285.49ms | tok/sec: 1,836,424 | bf16_mfu: 40.76% | eta: 10.6m
step 00811 (26.68%) | loss: 3.771347 | dt: 286.52ms | tok/sec: 1,829,878 | bf16_mfu: 40.62% | eta: 10.6m
step 00812 (26.71%) | loss: 3.774965 | dt: 284.99ms | tok/sec: 1,839,654 | bf16_mfu: 40.84% | eta: 10.5m
step 00813 (26.74%) | loss: 3.776589 | dt: 284.05ms | tok/sec: 1,845,731 | bf16_mfu: 40.97% | eta: 10.5m
step 00814 (26.78%) | loss: 3.774131 | dt: 285.61ms | tok/sec: 1,835,667 | bf16_mfu: 40.75% | eta: 10.5m
step 00815 (26.81%) | loss: 3.774876 | dt: 282.69ms | tok/sec: 1,854,628 | bf16_mfu: 41.17% | eta: 10.5m
step 00816 (26.84%) | loss: 3.775046 | dt: 287.41ms | tok/sec: 1,824,175 | bf16_mfu: 40.49% | eta: 10.5m
step 00817 (26.88%) | loss: 3.773872 | dt: 283.84ms | tok/sec: 1,847,113 | bf16_mfu: 41.00% | eta: 10.5m
step 00818 (26.91%) | loss: 3.784440 | dt: 286.72ms | tok/sec: 1,828,581 | bf16_mfu: 40.59% | eta: 10.5m
step 00819 (26.94%) | loss: 3.782113 | dt: 288.76ms | tok/sec: 1,815,672 | bf16_mfu: 40.30% | eta: 10.5m
step 00820 (26.97%) | loss: 3.771981 | dt: 282.52ms | tok/sec: 1,855,756 | bf16_mfu: 41.19% | eta: 10.5m
step 00821 (27.01%) | loss: 3.766345 | dt: 284.96ms | tok/sec: 1,839,846 | bf16_mfu: 40.84% | eta: 10.5m
step 00822 (27.04%) | loss: 3.779063 | dt: 284.29ms | tok/sec: 1,844,183 | bf16_mfu: 40.94% | eta: 10.5m
step 00823 (27.07%) | loss: 3.789816 | dt: 287.90ms | tok/sec: 1,821,082 | bf16_mfu: 40.42% | eta: 10.5m
step 00824 (27.11%) | loss: 3.782236 | dt: 284.02ms | tok/sec: 1,845,931 | bf16_mfu: 40.97% | eta: 10.5m
step 00825 (27.14%) | loss: 3.783974 | dt: 284.28ms | tok/sec: 1,844,237 | bf16_mfu: 40.94% | eta: 10.5m
step 00826 (27.17%) | loss: 3.780036 | dt: 287.09ms | tok/sec: 1,826,234 | bf16_mfu: 40.54% | eta: 10.5m
step 00827 (27.20%) | loss: 3.781966 | dt: 284.88ms | tok/sec: 1,840,394 | bf16_mfu: 40.85% | eta: 10.5m
step 00828 (27.24%) | loss: 3.779158 | dt: 285.32ms | tok/sec: 1,837,520 | bf16_mfu: 40.79% | eta: 10.5m
step 00829 (27.27%) | loss: 3.773929 | dt: 285.06ms | tok/sec: 1,839,201 | bf16_mfu: 40.83% | eta: 10.5m
step 00830 (27.30%) | loss: 3.776385 | dt: 284.70ms | tok/sec: 1,841,546 | bf16_mfu: 40.88% | eta: 10.5m
step 00831 (27.34%) | loss: 3.773398 | dt: 285.62ms | tok/sec: 1,835,612 | bf16_mfu: 40.75% | eta: 10.5m
step 00832 (27.37%) | loss: 3.774414 | dt: 285.93ms | tok/sec: 1,833,595 | bf16_mfu: 40.70% | eta: 10.5m
step 00833 (27.40%) | loss: 3.769341 | dt: 284.92ms | tok/sec: 1,840,117 | bf16_mfu: 40.85% | eta: 10.4m
step 00834 (27.43%) | loss: 3.771888 | dt: 285.90ms | tok/sec: 1,833,786 | bf16_mfu: 40.71% | eta: 10.4m
step 00835 (27.47%) | loss: 3.769833 | dt: 284.41ms | tok/sec: 1,843,409 | bf16_mfu: 40.92% | eta: 10.4m
step 00836 (27.50%) | loss: 3.774444 | dt: 288.27ms | tok/sec: 1,818,719 | bf16_mfu: 40.37% | eta: 10.4m
step 00837 (27.53%) | loss: 3.773987 | dt: 284.60ms | tok/sec: 1,842,200 | bf16_mfu: 40.89% | eta: 10.4m
step 00838 (27.57%) | loss: 3.779909 | dt: 283.42ms | tok/sec: 1,849,866 | bf16_mfu: 41.06% | eta: 10.4m
step 00839 (27.60%) | loss: 3.791247 | dt: 284.51ms | tok/sec: 1,842,788 | bf16_mfu: 40.91% | eta: 10.4m
step 00840 (27.63%) | loss: 3.795562 | dt: 288.61ms | tok/sec: 1,816,613 | bf16_mfu: 40.32% | eta: 10.4m
step 00841 (27.66%) | loss: 3.798719 | dt: 284.36ms | tok/sec: 1,843,721 | bf16_mfu: 40.93% | eta: 10.4m
step 00842 (27.70%) | loss: 3.792749 | dt: 285.97ms | tok/sec: 1,833,335 | bf16_mfu: 40.70% | eta: 10.4m
step 00843 (27.73%) | loss: 3.793404 | dt: 287.06ms | tok/sec: 1,826,435 | bf16_mfu: 40.54% | eta: 10.4m
step 00844 (27.76%) | loss: 3.797209 | dt: 285.06ms | tok/sec: 1,839,215 | bf16_mfu: 40.83% | eta: 10.4m
step 00845 (27.80%) | loss: 3.800675 | dt: 284.92ms | tok/sec: 1,840,108 | bf16_mfu: 40.85% | eta: 10.4m
step 00846 (27.83%) | loss: 3.802091 | dt: 287.01ms | tok/sec: 1,826,698 | bf16_mfu: 40.55% | eta: 10.4m
step 00847 (27.86%) | loss: 3.796119 | dt: 284.93ms | tok/sec: 1,840,068 | bf16_mfu: 40.84% | eta: 10.4m
step 00848 (27.89%) | loss: 3.795714 | dt: 286.45ms | tok/sec: 1,830,298 | bf16_mfu: 40.63% | eta: 10.4m
step 00849 (27.93%) | loss: 3.795565 | dt: 284.76ms | tok/sec: 1,841,166 | bf16_mfu: 40.87% | eta: 10.4m
step 00850 (27.96%) | loss: 3.808719 | dt: 286.29ms | tok/sec: 1,831,292 | bf16_mfu: 40.65% | eta: 10.4m
step 00851 (27.99%) | loss: 3.819916 | dt: 284.21ms | tok/sec: 1,844,748 | bf16_mfu: 40.95% | eta: 10.4m
step 00852 (28.03%) | loss: 3.815722 | dt: 285.43ms | tok/sec: 1,836,819 | bf16_mfu: 40.77% | eta: 10.4m
step 00853 (28.06%) | loss: 3.823089 | dt: 285.59ms | tok/sec: 1,835,831 | bf16_mfu: 40.75% | eta: 10.4m
step 00854 (28.09%) | loss: 3.820047 | dt: 288.82ms | tok/sec: 1,815,251 | bf16_mfu: 40.29% | eta: 10.4m
step 00855 (28.12%) | loss: 3.806740 | dt: 286.84ms | tok/sec: 1,827,820 | bf16_mfu: 40.57% | eta: 10.3m
step 00856 (28.16%) | loss: 3.803417 | dt: 282.86ms | tok/sec: 1,853,511 | bf16_mfu: 41.14% | eta: 10.3m
step 00857 (28.19%) | loss: 3.800095 | dt: 285.82ms | tok/sec: 1,834,343 | bf16_mfu: 40.72% | eta: 10.3m
step 00858 (28.22%) | loss: 3.797450 | dt: 288.22ms | tok/sec: 1,819,026 | bf16_mfu: 40.38% | eta: 10.3m
step 00859 (28.26%) | loss: 3.798058 | dt: 283.00ms | tok/sec: 1,852,589 | bf16_mfu: 41.12% | eta: 10.3m
step 00860 (28.29%) | loss: 3.789124 | dt: 285.49ms | tok/sec: 1,836,423 | bf16_mfu: 40.76% | eta: 10.3m
step 00861 (28.32%) | loss: 3.788763 | dt: 289.70ms | tok/sec: 1,809,754 | bf16_mfu: 40.17% | eta: 10.3m
step 00862 (28.36%) | loss: 3.782290 | dt: 285.10ms | tok/sec: 1,838,971 | bf16_mfu: 40.82% | eta: 10.3m
step 00863 (28.39%) | loss: 3.781900 | dt: 285.66ms | tok/sec: 1,835,342 | bf16_mfu: 40.74% | eta: 10.3m
step 00864 (28.42%) | loss: 3.768353 | dt: 286.29ms | tok/sec: 1,831,315 | bf16_mfu: 40.65% | eta: 10.3m
step 00865 (28.45%) | loss: 3.785431 | dt: 284.11ms | tok/sec: 1,845,346 | bf16_mfu: 40.96% | eta: 10.3m
step 00866 (28.49%) | loss: 3.782930 | dt: 284.10ms | tok/sec: 1,845,465 | bf16_mfu: 40.96% | eta: 10.3m
step 00867 (28.52%) | loss: 3.778406 | dt: 284.78ms | tok/sec: 1,841,024 | bf16_mfu: 40.87% | eta: 10.3m
step 00868 (28.55%) | loss: 3.777538 | dt: 288.62ms | tok/sec: 1,816,524 | bf16_mfu: 40.32% | eta: 10.3m
step 00869 (28.59%) | loss: 3.771589 | dt: 283.26ms | tok/sec: 1,850,905 | bf16_mfu: 41.09% | eta: 10.3m
step 00870 (28.62%) | loss: 3.779287 | dt: 285.84ms | tok/sec: 1,834,188 | bf16_mfu: 40.71% | eta: 10.3m
step 00871 (28.65%) | loss: 3.774235 | dt: 288.11ms | tok/sec: 1,819,725 | bf16_mfu: 40.39% | eta: 10.3m
step 00872 (28.68%) | loss: 3.767135 | dt: 285.47ms | tok/sec: 1,836,596 | bf16_mfu: 40.77% | eta: 10.3m
step 00873 (28.72%) | loss: 3.771955 | dt: 284.92ms | tok/sec: 1,840,142 | bf16_mfu: 40.85% | eta: 10.3m
step 00874 (28.75%) | loss: 3.781240 | dt: 285.34ms | tok/sec: 1,837,428 | bf16_mfu: 40.79% | eta: 10.3m
step 00875 (28.78%) | loss: 3.779018 | dt: 286.11ms | tok/sec: 1,832,493 | bf16_mfu: 40.68% | eta: 10.3m
step 00876 (28.82%) | loss: 3.780505 | dt: 284.13ms | tok/sec: 1,845,254 | bf16_mfu: 40.96% | eta: 10.2m
step 00877 (28.85%) | loss: 3.781870 | dt: 287.77ms | tok/sec: 1,821,905 | bf16_mfu: 40.44% | eta: 10.2m
step 00878 (28.88%) | loss: 3.786453 | dt: 284.92ms | tok/sec: 1,840,119 | bf16_mfu: 40.85% | eta: 10.2m
step 00879 (28.91%) | loss: 3.781038 | dt: 286.73ms | tok/sec: 1,828,510 | bf16_mfu: 40.59% | eta: 10.2m
step 00880 (28.95%) | loss: 3.780237 | dt: 285.88ms | tok/sec: 1,833,962 | bf16_mfu: 40.71% | eta: 10.2m
step 00881 (28.98%) | loss: 3.777854 | dt: 286.30ms | tok/sec: 1,831,235 | bf16_mfu: 40.65% | eta: 10.2m
step 00882 (29.01%) | loss: 3.773243 | dt: 284.05ms | tok/sec: 1,845,739 | bf16_mfu: 40.97% | eta: 10.2m
step 00883 (29.05%) | loss: 3.767803 | dt: 284.25ms | tok/sec: 1,844,454 | bf16_mfu: 40.94% | eta: 10.2m
step 00884 (29.08%) | loss: 3.767560 | dt: 285.10ms | tok/sec: 1,838,983 | bf16_mfu: 40.82% | eta: 10.2m
step 00885 (29.11%) | loss: 3.760355 | dt: 283.89ms | tok/sec: 1,846,815 | bf16_mfu: 40.99% | eta: 10.2m
step 00886 (29.14%) | loss: 3.758603 | dt: 284.69ms | tok/sec: 1,841,613 | bf16_mfu: 40.88% | eta: 10.2m
step 00887 (29.18%) | loss: 3.761709 | dt: 286.73ms | tok/sec: 1,828,519 | bf16_mfu: 40.59% | eta: 10.2m
step 00888 (29.21%) | loss: 3.760233 | dt: 285.33ms | tok/sec: 1,837,471 | bf16_mfu: 40.79% | eta: 10.2m
step 00889 (29.24%) | loss: 3.763898 | dt: 285.01ms | tok/sec: 1,839,515 | bf16_mfu: 40.83% | eta: 10.2m
step 00890 (29.28%) | loss: 3.757377 | dt: 285.80ms | tok/sec: 1,834,479 | bf16_mfu: 40.72% | eta: 10.2m
step 00891 (29.31%) | loss: 3.757282 | dt: 288.53ms | tok/sec: 1,817,113 | bf16_mfu: 40.34% | eta: 10.2m
step 00892 (29.34%) | loss: 3.755985 | dt: 281.73ms | tok/sec: 1,860,956 | bf16_mfu: 41.31% | eta: 10.2m
step 00893 (29.38%) | loss: 3.753635 | dt: 285.97ms | tok/sec: 1,833,342 | bf16_mfu: 40.70% | eta: 10.2m
step 00894 (29.41%) | loss: 3.748591 | dt: 286.08ms | tok/sec: 1,832,682 | bf16_mfu: 40.68% | eta: 10.2m
step 00895 (29.44%) | loss: 3.744587 | dt: 283.47ms | tok/sec: 1,849,522 | bf16_mfu: 41.05% | eta: 10.2m
step 00896 (29.47%) | loss: 3.760046 | dt: 282.73ms | tok/sec: 1,854,370 | bf16_mfu: 41.16% | eta: 10.2m
step 00897 (29.51%) | loss: 3.754283 | dt: 288.60ms | tok/sec: 1,816,643 | bf16_mfu: 40.32% | eta: 10.1m
step 00898 (29.54%) | loss: 3.758281 | dt: 285.10ms | tok/sec: 1,838,989 | bf16_mfu: 40.82% | eta: 10.1m
step 00899 (29.57%) | loss: 3.757789 | dt: 285.32ms | tok/sec: 1,837,560 | bf16_mfu: 40.79% | eta: 10.1m
step 00900 (29.61%) | loss: 3.748264 | dt: 286.74ms | tok/sec: 1,828,428 | bf16_mfu: 40.59% | eta: 10.1m
step 00901 (29.64%) | loss: 3.748639 | dt: 286.03ms | tok/sec: 1,832,994 | bf16_mfu: 40.69% | eta: 10.1m
step 00902 (29.67%) | loss: 3.759004 | dt: 284.24ms | tok/sec: 1,844,500 | bf16_mfu: 40.94% | eta: 10.1m
step 00903 (29.70%) | loss: 3.759475 | dt: 285.76ms | tok/sec: 1,834,710 | bf16_mfu: 40.73% | eta: 10.1m
step 00904 (29.74%) | loss: 3.761393 | dt: 287.32ms | tok/sec: 1,824,741 | bf16_mfu: 40.50% | eta: 10.1m
step 00905 (29.77%) | loss: 3.769362 | dt: 284.61ms | tok/sec: 1,842,098 | bf16_mfu: 40.89% | eta: 10.1m
step 00906 (29.80%) | loss: 3.773957 | dt: 286.89ms | tok/sec: 1,827,466 | bf16_mfu: 40.57% | eta: 10.1m
step 00907 (29.84%) | loss: 3.782380 | dt: 284.64ms | tok/sec: 1,841,928 | bf16_mfu: 40.89% | eta: 10.1m
step 00908 (29.87%) | loss: 3.782554 | dt: 285.59ms | tok/sec: 1,835,784 | bf16_mfu: 40.75% | eta: 10.1m
step 00909 (29.90%) | loss: 3.781549 | dt: 284.51ms | tok/sec: 1,842,780 | bf16_mfu: 40.90% | eta: 10.1m
step 00910 (29.93%) | loss: 3.788044 | dt: 285.89ms | tok/sec: 1,833,910 | bf16_mfu: 40.71% | eta: 10.1m
step 00911 (29.97%) | loss: 3.783631 | dt: 287.28ms | tok/sec: 1,825,023 | bf16_mfu: 40.51% | eta: 10.1m
step 00912 (30.00%) | loss: 3.783130 | dt: 281.65ms | tok/sec: 1,861,484 | bf16_mfu: 41.32% | eta: 10.1m
step 00913 (30.03%) | loss: 3.779408 | dt: 286.54ms | tok/sec: 1,829,744 | bf16_mfu: 40.62% | eta: 10.1m
step 00914 (30.07%) | loss: 3.778858 | dt: 284.60ms | tok/sec: 1,842,170 | bf16_mfu: 40.89% | eta: 10.1m
step 00915 (30.10%) | loss: 3.775177 | dt: 285.14ms | tok/sec: 1,838,722 | bf16_mfu: 40.81% | eta: 10.1m
step 00916 (30.13%) | loss: 3.774503 | dt: 285.77ms | tok/sec: 1,834,636 | bf16_mfu: 40.72% | eta: 10.1m
step 00917 (30.16%) | loss: 3.772031 | dt: 285.52ms | tok/sec: 1,836,246 | bf16_mfu: 40.76% | eta: 10.1m
step 00918 (30.20%) | loss: 3.771180 | dt: 284.40ms | tok/sec: 1,843,469 | bf16_mfu: 40.92% | eta: 10.1m
step 00919 (30.23%) | loss: 3.766046 | dt: 282.90ms | tok/sec: 1,853,291 | bf16_mfu: 41.14% | eta: 10.0m
step 00920 (30.26%) | loss: 3.755425 | dt: 288.45ms | tok/sec: 1,817,629 | bf16_mfu: 40.35% | eta: 10.0m
step 00921 (30.30%) | loss: 3.751484 | dt: 284.64ms | tok/sec: 1,841,942 | bf16_mfu: 40.89% | eta: 10.0m
step 00922 (30.33%) | loss: 3.749461 | dt: 282.73ms | tok/sec: 1,854,380 | bf16_mfu: 41.16% | eta: 10.0m
step 00923 (30.36%) | loss: 3.759543 | dt: 285.35ms | tok/sec: 1,837,368 | bf16_mfu: 40.78% | eta: 10.0m
step 00924 (30.39%) | loss: 3.766615 | dt: 284.66ms | tok/sec: 1,841,826 | bf16_mfu: 40.88% | eta: 10.0m
step 00925 (30.43%) | loss: 3.767766 | dt: 283.98ms | tok/sec: 1,846,198 | bf16_mfu: 40.98% | eta: 10.0m
step 00926 (30.46%) | loss: 3.773224 | dt: 285.07ms | tok/sec: 1,839,169 | bf16_mfu: 40.82% | eta: 10.0m
step 00927 (30.49%) | loss: 3.777526 | dt: 286.55ms | tok/sec: 1,829,671 | bf16_mfu: 40.61% | eta: 10.0m
step 00928 (30.53%) | loss: 3.778393 | dt: 283.87ms | tok/sec: 1,846,914 | bf16_mfu: 41.00% | eta: 10.0m
step 00929 (30.56%) | loss: 3.783679 | dt: 284.18ms | tok/sec: 1,844,912 | bf16_mfu: 40.95% | eta: 10.0m
step 00930 (30.59%) | loss: 3.782407 | dt: 285.06ms | tok/sec: 1,839,235 | bf16_mfu: 40.83% | eta: 10.0m
step 00931 (30.62%) | loss: 3.776210 | dt: 286.26ms | tok/sec: 1,831,480 | bf16_mfu: 40.65% | eta: 10.0m
step 00932 (30.66%) | loss: 3.785941 | dt: 284.60ms | tok/sec: 1,842,224 | bf16_mfu: 40.89% | eta: 10.0m
step 00933 (30.69%) | loss: 3.794985 | dt: 285.94ms | tok/sec: 1,833,532 | bf16_mfu: 40.70% | eta: 10.0m
step 00934 (30.72%) | loss: 3.792518 | dt: 287.21ms | tok/sec: 1,825,471 | bf16_mfu: 40.52% | eta: 10.0m
step 00935 (30.76%) | loss: 3.802725 | dt: 282.89ms | tok/sec: 1,853,336 | bf16_mfu: 41.14% | eta: 10.0m
step 00936 (30.79%) | loss: 3.780877 | dt: 283.50ms | tok/sec: 1,849,360 | bf16_mfu: 41.05% | eta: 10.0m
step 00937 (30.82%) | loss: 3.780117 | dt: 286.22ms | tok/sec: 1,831,789 | bf16_mfu: 40.66% | eta: 10.0m
step 00938 (30.86%) | loss: 3.771793 | dt: 285.52ms | tok/sec: 1,836,276 | bf16_mfu: 40.76% | eta: 10.0m
step 00939 (30.89%) | loss: 3.762300 | dt: 284.49ms | tok/sec: 1,842,910 | bf16_mfu: 40.91% | eta: 10.0m
step 00940 (30.92%) | loss: 3.761899 | dt: 285.32ms | tok/sec: 1,837,558 | bf16_mfu: 40.79% | eta: 9.9m
step 00941 (30.95%) | loss: 3.757847 | dt: 290.73ms | tok/sec: 1,803,354 | bf16_mfu: 40.03% | eta: 9.9m
step 00942 (30.99%) | loss: 3.751086 | dt: 282.66ms | tok/sec: 1,854,842 | bf16_mfu: 41.17% | eta: 9.9m
step 00943 (31.02%) | loss: 3.747897 | dt: 284.36ms | tok/sec: 1,843,741 | bf16_mfu: 40.93% | eta: 9.9m
step 00944 (31.05%) | loss: 3.744225 | dt: 285.19ms | tok/sec: 1,838,363 | bf16_mfu: 40.81% | eta: 9.9m
step 00945 (31.09%) | loss: 3.753464 | dt: 285.09ms | tok/sec: 1,839,001 | bf16_mfu: 40.82% | eta: 9.9m
step 00946 (31.12%) | loss: 3.753079 | dt: 284.67ms | tok/sec: 1,841,731 | bf16_mfu: 40.88% | eta: 9.9m
step 00947 (31.15%) | loss: 3.751924 | dt: 284.45ms | tok/sec: 1,843,142 | bf16_mfu: 40.91% | eta: 9.9m
step 00948 (31.18%) | loss: 3.744319 | dt: 288.67ms | tok/sec: 1,816,215 | bf16_mfu: 40.32% | eta: 9.9m
step 00949 (31.22%) | loss: 3.742768 | dt: 282.91ms | tok/sec: 1,853,196 | bf16_mfu: 41.14% | eta: 9.9m
Starting epoch 6
step 00950 (31.25%) | loss: 3.759414 | dt: 283.38ms | tok/sec: 1,850,095 | bf16_mfu: 41.07% | eta: 9.9m
Step 00950 | Epoch 5 | Val BPB: 1.233078 | Val Loss: 3.795118
step 00951 (31.28%) | loss: 3.718172 | dt: 267.13ms | tok/sec: 1,962,684 | bf16_mfu: 43.57% | eta: 9.9m
step 00952 (31.32%) | loss: 3.711663 | dt: 276.63ms | tok/sec: 1,895,275 | bf16_mfu: 42.07% | eta: 9.9m
step 00953 (31.35%) | loss: 3.705058 | dt: 275.70ms | tok/sec: 1,901,667 | bf16_mfu: 42.21% | eta: 9.9m
step 00954 (31.38%) | loss: 3.685944 | dt: 295.83ms | tok/sec: 1,772,288 | bf16_mfu: 39.34% | eta: 9.9m
step 00955 (31.41%) | loss: 3.680099 | dt: 290.66ms | tok/sec: 1,803,789 | bf16_mfu: 40.04% | eta: 9.9m
step 00956 (31.45%) | loss: 3.682093 | dt: 280.62ms | tok/sec: 1,868,330 | bf16_mfu: 41.47% | eta: 9.9m
step 00957 (31.48%) | loss: 3.688491 | dt: 282.50ms | tok/sec: 1,855,855 | bf16_mfu: 41.20% | eta: 9.9m
step 00958 (31.51%) | loss: 3.687322 | dt: 288.12ms | tok/sec: 1,819,710 | bf16_mfu: 40.39% | eta: 9.9m
step 00959 (31.55%) | loss: 3.671590 | dt: 286.07ms | tok/sec: 1,832,728 | bf16_mfu: 40.68% | eta: 9.9m
step 00960 (31.58%) | loss: 3.682319 | dt: 278.52ms | tok/sec: 1,882,420 | bf16_mfu: 41.78% | eta: 9.9m
step 00961 (31.61%) | loss: 3.685167 | dt: 288.71ms | tok/sec: 1,815,975 | bf16_mfu: 40.31% | eta: 9.8m
step 00962 (31.64%) | loss: 3.683959 | dt: 288.01ms | tok/sec: 1,820,365 | bf16_mfu: 40.41% | eta: 9.8m
step 00963 (31.68%) | loss: 3.674645 | dt: 285.10ms | tok/sec: 1,838,991 | bf16_mfu: 40.82% | eta: 9.8m
step 00964 (31.71%) | loss: 3.677918 | dt: 283.78ms | tok/sec: 1,847,484 | bf16_mfu: 41.01% | eta: 9.8m
step 00965 (31.74%) | loss: 3.677107 | dt: 286.34ms | tok/sec: 1,830,975 | bf16_mfu: 40.64% | eta: 9.8m
step 00966 (31.78%) | loss: 3.668307 | dt: 285.05ms | tok/sec: 1,839,307 | bf16_mfu: 40.83% | eta: 9.8m
step 00967 (31.81%) | loss: 3.669491 | dt: 282.67ms | tok/sec: 1,854,750 | bf16_mfu: 41.17% | eta: 9.8m
step 00968 (31.84%) | loss: 3.672530 | dt: 284.83ms | tok/sec: 1,840,692 | bf16_mfu: 40.86% | eta: 9.8m
step 00969 (31.88%) | loss: 3.664926 | dt: 284.20ms | tok/sec: 1,844,805 | bf16_mfu: 40.95% | eta: 9.8m
step 00970 (31.91%) | loss: 3.668865 | dt: 284.07ms | tok/sec: 1,845,601 | bf16_mfu: 40.97% | eta: 9.8m
step 00971 (31.94%) | loss: 3.666364 | dt: 285.29ms | tok/sec: 1,837,740 | bf16_mfu: 40.79% | eta: 9.8m
step 00972 (31.97%) | loss: 3.672782 | dt: 286.02ms | tok/sec: 1,833,031 | bf16_mfu: 40.69% | eta: 9.8m
step 00973 (32.01%) | loss: 3.674234 | dt: 287.90ms | tok/sec: 1,821,055 | bf16_mfu: 40.42% | eta: 9.8m
step 00974 (32.04%) | loss: 3.673570 | dt: 285.16ms | tok/sec: 1,838,605 | bf16_mfu: 40.81% | eta: 9.8m
step 00975 (32.07%) | loss: 3.651234 | dt: 284.03ms | tok/sec: 1,845,920 | bf16_mfu: 40.97% | eta: 9.8m
step 00976 (32.11%) | loss: 3.649605 | dt: 285.93ms | tok/sec: 1,833,650 | bf16_mfu: 40.70% | eta: 9.8m
step 00977 (32.14%) | loss: 3.657033 | dt: 286.67ms | tok/sec: 1,828,887 | bf16_mfu: 40.60% | eta: 9.8m
step 00978 (32.17%) | loss: 3.657114 | dt: 284.65ms | tok/sec: 1,841,848 | bf16_mfu: 40.88% | eta: 9.8m
step 00979 (32.20%) | loss: 3.637890 | dt: 283.71ms | tok/sec: 1,847,965 | bf16_mfu: 41.02% | eta: 9.8m
step 00980 (32.24%) | loss: 3.647164 | dt: 284.24ms | tok/sec: 1,844,544 | bf16_mfu: 40.94% | eta: 9.8m
step 00981 (32.27%) | loss: 3.651970 | dt: 288.17ms | tok/sec: 1,819,351 | bf16_mfu: 40.38% | eta: 9.8m
step 00982 (32.30%) | loss: 3.639534 | dt: 283.35ms | tok/sec: 1,850,299 | bf16_mfu: 41.07% | eta: 9.7m
step 00983 (32.34%) | loss: 3.624071 | dt: 284.40ms | tok/sec: 1,843,503 | bf16_mfu: 40.92% | eta: 9.7m
step 00984 (32.37%) | loss: 3.629607 | dt: 285.21ms | tok/sec: 1,838,282 | bf16_mfu: 40.81% | eta: 9.7m
step 00985 (32.40%) | loss: 3.636747 | dt: 285.96ms | tok/sec: 1,833,416 | bf16_mfu: 40.70% | eta: 9.7m
step 00986 (32.43%) | loss: 3.623564 | dt: 284.34ms | tok/sec: 1,843,883 | bf16_mfu: 40.93% | eta: 9.7m
step 00987 (32.47%) | loss: 3.633666 | dt: 285.86ms | tok/sec: 1,834,052 | bf16_mfu: 40.71% | eta: 9.7m
step 00988 (32.50%) | loss: 3.635399 | dt: 287.08ms | tok/sec: 1,826,252 | bf16_mfu: 40.54% | eta: 9.7m
step 00989 (32.53%) | loss: 3.648083 | dt: 283.52ms | tok/sec: 1,849,180 | bf16_mfu: 41.05% | eta: 9.7m
step 00990 (32.57%) | loss: 3.657921 | dt: 284.92ms | tok/sec: 1,840,134 | bf16_mfu: 40.85% | eta: 9.7m
step 00991 (32.60%) | loss: 3.652929 | dt: 290.22ms | tok/sec: 1,806,511 | bf16_mfu: 40.10% | eta: 9.7m
step 00992 (32.63%) | loss: 3.639915 | dt: 285.65ms | tok/sec: 1,835,408 | bf16_mfu: 40.74% | eta: 9.7m
step 00993 (32.66%) | loss: 3.638588 | dt: 281.74ms | tok/sec: 1,860,896 | bf16_mfu: 41.31% | eta: 9.7m
