W0417 14:51:52.590000 1318000 torch/distributed/run.py:852] 
W0417 14:51:52.590000 1318000 torch/distributed/run.py:852] *****************************************
W0417 14:51:52.590000 1318000 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0417 14:51:52.590000 1318000 torch/distributed/run.py:852] *****************************************
Using Flash Attention 3 (Hopper GPU detected)
wandb: Tracking run with wandb version 0.25.1
wandb: W&B syncing is set to `offline` in this directory. Run `wandb online` or set WANDB_MODE=online to enable cloud syncing.
wandb: Run data is saved locally in /mnt/vast/joey/slowrun/wandb/offline-run-20260417_145222-3ir5uxqg
--- Hyperparameters ---
  n_layer=16, n_embd=1024, n_head=8, head_dim=128
  seq_len=2048, window_pattern=SSSL
  total_batch_size=524288, device_batch_size=16
  block_loop_count=3
  matrix_lr=0.032, scalar_lr=0.2, embedding_lr=0.12, unembedding_lr=0.0008
  weight_decay=0.8, adam_betas=(0.8, 0.95)
  warmup_ratio=0.0, warmdown_ratio=0.6, final_lr_frac=0.0
  num_epochs=16, patience=-1
  dropout=0.1
-----------------------
Vocab size: 50,257
Padding vocab_size from 50257 to 50304
Parameters: 316,935,720 (transformer: 205,524,480, value_embeds: 8,388,608, lm_head: 51,511,296, other: 51,511,336)
FLOPs per token: 1.756259e+09
Batch size: 524,288 tokens, grad accum: 2 steps
Training for 16 epoch(s) (~3048 steps estimated)
Eval set: 10,000,000 tokens
Step 00000 | Val BPB: 3.517133 | Val Loss: 10.826475
step 00001 (0.03%) | loss: 10.826538 | dt: 33049.62ms | tok/sec: 15,863 | bf16_mfu: 0.35%
step 00002 (0.07%) | loss: 10.747199 | dt: 971.88ms | tok/sec: 539,459 | bf16_mfu: 11.97%
step 00003 (0.10%) | loss: 10.594832 | dt: 1108.70ms | tok/sec: 472,885 | bf16_mfu: 10.50%
step 00742 (24.34%) | loss: 3.836454 | dt: 696.76ms | tok/sec: 752,470 | bf16_mfu: 16.70% | eta: 26.9m
step 00743 (24.38%) | loss: 3.829721 | dt: 696.03ms | tok/sec: 753,256 | bf16_mfu: 16.72% | eta: 26.9m
step 00744 (24.41%) | loss: 3.825598 | dt: 698.69ms | tok/sec: 750,383 | bf16_mfu: 16.66% | eta: 26.9m
step 00745 (24.44%) | loss: 3.823250 | dt: 694.83ms | tok/sec: 754,554 | bf16_mfu: 16.75% | eta: 26.9m
step 00746 (24.48%) | loss: 3.811400 | dt: 696.31ms | tok/sec: 752,949 | bf16_mfu: 16.71% | eta: 26.9m
step 00747 (24.51%) | loss: 3.812267 | dt: 694.72ms | tok/sec: 754,677 | bf16_mfu: 16.75% | eta: 26.9m
step 00748 (24.54%) | loss: 3.813445 | dt: 697.35ms | tok/sec: 751,826 | bf16_mfu: 16.69% | eta: 26.9m
step 00749 (24.57%) | loss: 3.830909 | dt: 695.73ms | tok/sec: 753,583 | bf16_mfu: 16.73% | eta: 26.8m
step 00750 (24.61%) | loss: 3.842835 | dt: 693.39ms | tok/sec: 756,125 | bf16_mfu: 16.78% | eta: 26.8m
step 00751 (24.64%) | loss: 3.846345 | dt: 697.64ms | tok/sec: 751,516 | bf16_mfu: 16.68% | eta: 26.8m
step 00752 (24.67%) | loss: 3.845678 | dt: 693.98ms | tok/sec: 755,484 | bf16_mfu: 16.77% | eta: 26.8m
step 00753 (24.70%) | loss: 3.838952 | dt: 698.90ms | tok/sec: 750,159 | bf16_mfu: 16.65% | eta: 26.8m
step 00754 (24.74%) | loss: 3.840765 | dt: 696.61ms | tok/sec: 752,630 | bf16_mfu: 16.71% | eta: 26.8m
step 00755 (24.77%) | loss: 3.827663 | dt: 699.71ms | tok/sec: 749,289 | bf16_mfu: 16.63% | eta: 26.8m
step 00756 (24.80%) | loss: 3.851124 | dt: 695.33ms | tok/sec: 754,017 | bf16_mfu: 16.74% | eta: 26.8m
step 00757 (24.84%) | loss: 3.845034 | dt: 694.37ms | tok/sec: 755,053 | bf16_mfu: 16.76% | eta: 26.8m
step 00758 (24.87%) | loss: 3.851781 | dt: 695.08ms | tok/sec: 754,285 | bf16_mfu: 16.74% | eta: 26.7m
step 00759 (24.90%) | loss: 3.858784 | dt: 697.90ms | tok/sec: 751,240 | bf16_mfu: 16.68% | eta: 26.7m
step 00760 (24.93%) | loss: 3.843397 | dt: 699.40ms | tok/sec: 749,623 | bf16_mfu: 16.64% | eta: 26.7m
step 00761 (24.97%) | loss: 3.834036 | dt: 700.11ms | tok/sec: 748,862 | bf16_mfu: 16.62% | eta: 26.7m
Starting epoch 5
step 00762 (25.00%) | loss: 3.836119 | dt: 698.95ms | tok/sec: 750,103 | bf16_mfu: 16.65% | eta: 26.7m
Step 00762 | Epoch 4 | Val BPB: 1.253406 | Val Loss: 3.857553
step 00763 (25.03%) | loss: 3.809335 | dt: 668.65ms | tok/sec: 784,095 | bf16_mfu: 17.40% | eta: 26.7m
step 00764 (25.07%) | loss: 3.805742 | dt: 693.73ms | tok/sec: 755,747 | bf16_mfu: 16.78% | eta: 26.7m
step 00765 (25.10%) | loss: 3.813271 | dt: 692.54ms | tok/sec: 757,046 | bf16_mfu: 16.80% | eta: 26.7m
step 00766 (25.13%) | loss: 3.784826 | dt: 693.74ms | tok/sec: 755,743 | bf16_mfu: 16.78% | eta: 26.6m
step 00767 (25.16%) | loss: 3.772105 | dt: 696.35ms | tok/sec: 752,906 | bf16_mfu: 16.71% | eta: 26.6m
step 00768 (25.20%) | loss: 3.779634 | dt: 696.89ms | tok/sec: 752,321 | bf16_mfu: 16.70% | eta: 26.6m
step 00769 (25.23%) | loss: 3.755277 | dt: 697.45ms | tok/sec: 751,720 | bf16_mfu: 16.69% | eta: 26.6m
step 00770 (25.26%) | loss: 3.755185 | dt: 693.16ms | tok/sec: 756,374 | bf16_mfu: 16.79% | eta: 26.6m
step 00771 (25.30%) | loss: 3.762166 | dt: 695.86ms | tok/sec: 753,444 | bf16_mfu: 16.72% | eta: 26.6m
step 00772 (25.33%) | loss: 3.736136 | dt: 696.22ms | tok/sec: 753,044 | bf16_mfu: 16.72% | eta: 26.6m
step 00773 (25.36%) | loss: 3.739926 | dt: 699.16ms | tok/sec: 749,885 | bf16_mfu: 16.65% | eta: 26.6m
step 00774 (25.39%) | loss: 3.733524 | dt: 698.08ms | tok/sec: 751,045 | bf16_mfu: 16.67% | eta: 26.6m
step 00775 (25.43%) | loss: 3.745109 | dt: 698.62ms | tok/sec: 750,463 | bf16_mfu: 16.66% | eta: 26.5m
step 00776 (25.46%) | loss: 3.751478 | dt: 697.84ms | tok/sec: 751,299 | bf16_mfu: 16.68% | eta: 26.5m
step 00777 (25.49%) | loss: 3.764661 | dt: 699.46ms | tok/sec: 749,561 | bf16_mfu: 16.64% | eta: 26.5m
step 00778 (25.52%) | loss: 3.762917 | dt: 695.73ms | tok/sec: 753,579 | bf16_mfu: 16.73% | eta: 26.5m
step 00779 (25.56%) | loss: 3.756643 | dt: 698.27ms | tok/sec: 750,836 | bf16_mfu: 16.67% | eta: 26.5m
step 00780 (25.59%) | loss: 3.760251 | dt: 696.09ms | tok/sec: 753,187 | bf16_mfu: 16.72% | eta: 26.5m
step 00781 (25.62%) | loss: 3.749279 | dt: 697.89ms | tok/sec: 751,242 | bf16_mfu: 16.68% | eta: 26.5m
step 00782 (25.66%) | loss: 3.744827 | dt: 696.14ms | tok/sec: 753,133 | bf16_mfu: 16.72% | eta: 26.5m
step 00783 (25.69%) | loss: 3.753470 | dt: 695.66ms | tok/sec: 753,654 | bf16_mfu: 16.73% | eta: 26.4m
step 00784 (25.72%) | loss: 3.762476 | dt: 698.18ms | tok/sec: 750,933 | bf16_mfu: 16.67% | eta: 26.4m
step 00785 (25.75%) | loss: 3.766019 | dt: 696.59ms | tok/sec: 752,649 | bf16_mfu: 16.71% | eta: 26.4m
step 00786 (25.79%) | loss: 3.771902 | dt: 699.58ms | tok/sec: 749,432 | bf16_mfu: 16.64% | eta: 26.4m
step 00787 (25.82%) | loss: 3.783640 | dt: 699.81ms | tok/sec: 749,186 | bf16_mfu: 16.63% | eta: 26.4m
step 00788 (25.85%) | loss: 3.778504 | dt: 696.07ms | tok/sec: 753,212 | bf16_mfu: 16.72% | eta: 26.4m
step 00789 (25.89%) | loss: 3.766026 | dt: 699.12ms | tok/sec: 749,921 | bf16_mfu: 16.65% | eta: 26.4m
step 00790 (25.92%) | loss: 3.763472 | dt: 694.82ms | tok/sec: 754,566 | bf16_mfu: 16.75% | eta: 26.4m
step 00791 (25.95%) | loss: 3.756853 | dt: 699.17ms | tok/sec: 749,870 | bf16_mfu: 16.65% | eta: 26.3m
step 00792 (25.98%) | loss: 3.749786 | dt: 696.50ms | tok/sec: 752,749 | bf16_mfu: 16.71% | eta: 26.3m
step 00793 (26.02%) | loss: 3.748754 | dt: 698.62ms | tok/sec: 750,459 | bf16_mfu: 16.66% | eta: 26.3m
step 00794 (26.05%) | loss: 3.736633 | dt: 697.48ms | tok/sec: 751,689 | bf16_mfu: 16.69% | eta: 26.3m
step 00795 (26.08%) | loss: 3.735656 | dt: 697.01ms | tok/sec: 752,197 | bf16_mfu: 16.70% | eta: 26.3m
step 00796 (26.12%) | loss: 3.734286 | dt: 697.72ms | tok/sec: 751,428 | bf16_mfu: 16.68% | eta: 26.3m
step 00797 (26.15%) | loss: 3.736353 | dt: 698.20ms | tok/sec: 750,915 | bf16_mfu: 16.67% | eta: 26.3m
step 00798 (26.18%) | loss: 3.736545 | dt: 698.59ms | tok/sec: 750,491 | bf16_mfu: 16.66% | eta: 26.3m
step 00799 (26.21%) | loss: 3.727901 | dt: 698.07ms | tok/sec: 751,053 | bf16_mfu: 16.67% | eta: 26.3m
step 00800 (26.25%) | loss: 3.724651 | dt: 700.09ms | tok/sec: 748,887 | bf16_mfu: 16.62% | eta: 26.2m
step 00801 (26.28%) | loss: 3.722884 | dt: 698.34ms | tok/sec: 750,765 | bf16_mfu: 16.67% | eta: 26.2m
step 00802 (26.31%) | loss: 3.720626 | dt: 696.54ms | tok/sec: 752,699 | bf16_mfu: 16.71% | eta: 26.2m
step 00803 (26.35%) | loss: 3.711932 | dt: 697.53ms | tok/sec: 751,634 | bf16_mfu: 16.68% | eta: 26.2m
step 00804 (26.38%) | loss: 3.723572 | dt: 694.22ms | tok/sec: 755,219 | bf16_mfu: 16.76% | eta: 26.2m
step 00805 (26.41%) | loss: 3.708830 | dt: 695.97ms | tok/sec: 753,315 | bf16_mfu: 16.72% | eta: 26.2m
step 00806 (26.44%) | loss: 3.715469 | dt: 697.30ms | tok/sec: 751,884 | bf16_mfu: 16.69% | eta: 26.2m
step 00807 (26.48%) | loss: 3.718515 | dt: 696.14ms | tok/sec: 753,137 | bf16_mfu: 16.72% | eta: 26.2m
step 00808 (26.51%) | loss: 3.717666 | dt: 693.50ms | tok/sec: 755,998 | bf16_mfu: 16.78% | eta: 26.1m
step 00809 (26.54%) | loss: 3.734133 | dt: 699.17ms | tok/sec: 749,872 | bf16_mfu: 16.65% | eta: 26.1m
step 00810 (26.57%) | loss: 3.732562 | dt: 693.24ms | tok/sec: 756,282 | bf16_mfu: 16.79% | eta: 26.1m
step 00811 (26.61%) | loss: 3.751527 | dt: 700.40ms | tok/sec: 748,552 | bf16_mfu: 16.62% | eta: 26.1m
step 00812 (26.64%) | loss: 3.768251 | dt: 695.84ms | tok/sec: 753,456 | bf16_mfu: 16.72% | eta: 26.1m
step 00813 (26.67%) | loss: 3.791671 | dt: 700.94ms | tok/sec: 747,978 | bf16_mfu: 16.60% | eta: 26.1m
step 00814 (26.71%) | loss: 3.793584 | dt: 697.20ms | tok/sec: 751,986 | bf16_mfu: 16.69% | eta: 26.1m
step 00815 (26.74%) | loss: 3.790896 | dt: 699.56ms | tok/sec: 749,458 | bf16_mfu: 16.64% | eta: 26.1m
step 00816 (26.77%) | loss: 3.797718 | dt: 697.55ms | tok/sec: 751,615 | bf16_mfu: 16.68% | eta: 26.1m
step 00817 (26.80%) | loss: 3.791386 | dt: 698.64ms | tok/sec: 750,436 | bf16_mfu: 16.66% | eta: 26.0m
step 00818 (26.84%) | loss: 3.778849 | dt: 697.30ms | tok/sec: 751,885 | bf16_mfu: 16.69% | eta: 26.0m
step 00819 (26.87%) | loss: 3.772487 | dt: 698.63ms | tok/sec: 750,453 | bf16_mfu: 16.66% | eta: 26.0m
step 00820 (26.90%) | loss: 3.772990 | dt: 699.59ms | tok/sec: 749,424 | bf16_mfu: 16.64% | eta: 26.0m
step 00821 (26.94%) | loss: 3.763869 | dt: 699.70ms | tok/sec: 749,306 | bf16_mfu: 16.63% | eta: 26.0m
step 00822 (26.97%) | loss: 3.743571 | dt: 695.93ms | tok/sec: 753,360 | bf16_mfu: 16.72% | eta: 26.0m
step 00823 (27.00%) | loss: 3.752189 | dt: 696.01ms | tok/sec: 753,276 | bf16_mfu: 16.72% | eta: 26.0m
step 00824 (27.03%) | loss: 3.755802 | dt: 699.54ms | tok/sec: 749,478 | bf16_mfu: 16.64% | eta: 26.0m
step 00825 (27.07%) | loss: 3.755967 | dt: 690.68ms | tok/sec: 759,094 | bf16_mfu: 16.85% | eta: 25.9m
step 00826 (27.10%) | loss: 3.753461 | dt: 699.41ms | tok/sec: 749,615 | bf16_mfu: 16.64% | eta: 25.9m
step 00827 (27.13%) | loss: 3.762899 | dt: 698.67ms | tok/sec: 750,408 | bf16_mfu: 16.66% | eta: 25.9m
step 00828 (27.17%) | loss: 3.774249 | dt: 698.08ms | tok/sec: 751,044 | bf16_mfu: 16.67% | eta: 25.9m
step 00829 (27.20%) | loss: 3.776362 | dt: 697.46ms | tok/sec: 751,714 | bf16_mfu: 16.69% | eta: 25.9m
step 00830 (27.23%) | loss: 3.796090 | dt: 698.45ms | tok/sec: 750,648 | bf16_mfu: 16.66% | eta: 25.9m
step 00831 (27.26%) | loss: 3.808539 | dt: 695.46ms | tok/sec: 753,868 | bf16_mfu: 16.73% | eta: 25.9m
step 00832 (27.30%) | loss: 3.804636 | dt: 694.62ms | tok/sec: 754,780 | bf16_mfu: 16.75% | eta: 25.9m
step 00833 (27.33%) | loss: 3.802351 | dt: 700.19ms | tok/sec: 748,777 | bf16_mfu: 16.62% | eta: 25.9m
step 00834 (27.36%) | loss: 3.803634 | dt: 696.95ms | tok/sec: 752,261 | bf16_mfu: 16.70% | eta: 25.8m
step 00835 (27.40%) | loss: 3.789408 | dt: 693.63ms | tok/sec: 755,858 | bf16_mfu: 16.78% | eta: 25.8m
step 00836 (27.43%) | loss: 3.774064 | dt: 697.39ms | tok/sec: 751,788 | bf16_mfu: 16.69% | eta: 25.8m
step 00837 (27.46%) | loss: 3.770675 | dt: 695.07ms | tok/sec: 754,299 | bf16_mfu: 16.74% | eta: 25.8m
step 00838 (27.49%) | loss: 3.765515 | dt: 696.67ms | tok/sec: 752,558 | bf16_mfu: 16.70% | eta: 25.8m
step 00839 (27.53%) | loss: 3.767833 | dt: 700.01ms | tok/sec: 748,973 | bf16_mfu: 16.63% | eta: 25.8m
step 00840 (27.56%) | loss: 3.769806 | dt: 695.01ms | tok/sec: 754,357 | bf16_mfu: 16.74% | eta: 25.8m
step 00841 (27.59%) | loss: 3.771520 | dt: 696.90ms | tok/sec: 752,316 | bf16_mfu: 16.70% | eta: 25.8m
step 00842 (27.62%) | loss: 3.762734 | dt: 694.19ms | tok/sec: 755,246 | bf16_mfu: 16.76% | eta: 25.7m
step 00843 (27.66%) | loss: 3.767268 | dt: 696.22ms | tok/sec: 753,047 | bf16_mfu: 16.72% | eta: 25.7m
step 00844 (27.69%) | loss: 3.761731 | dt: 698.09ms | tok/sec: 751,029 | bf16_mfu: 16.67% | eta: 25.7m
step 00845 (27.72%) | loss: 3.761586 | dt: 698.05ms | tok/sec: 751,071 | bf16_mfu: 16.67% | eta: 25.7m
step 00846 (27.76%) | loss: 3.759637 | dt: 696.11ms | tok/sec: 753,163 | bf16_mfu: 16.72% | eta: 25.7m
step 00847 (27.79%) | loss: 3.758369 | dt: 697.90ms | tok/sec: 751,241 | bf16_mfu: 16.68% | eta: 25.7m
step 00848 (27.82%) | loss: 3.758977 | dt: 699.62ms | tok/sec: 749,392 | bf16_mfu: 16.63% | eta: 25.7m
step 00849 (27.85%) | loss: 3.757556 | dt: 695.52ms | tok/sec: 753,807 | bf16_mfu: 16.73% | eta: 25.7m
step 00850 (27.89%) | loss: 3.750723 | dt: 697.53ms | tok/sec: 751,631 | bf16_mfu: 16.68% | eta: 25.7m
step 00851 (27.92%) | loss: 3.746715 | dt: 696.57ms | tok/sec: 752,672 | bf16_mfu: 16.71% | eta: 25.6m
step 00852 (27.95%) | loss: 3.725918 | dt: 694.65ms | tok/sec: 754,745 | bf16_mfu: 16.75% | eta: 25.6m
step 00853 (27.99%) | loss: 3.720218 | dt: 694.23ms | tok/sec: 755,207 | bf16_mfu: 16.76% | eta: 25.6m
step 00854 (28.02%) | loss: 3.715730 | dt: 702.17ms | tok/sec: 746,673 | bf16_mfu: 16.57% | eta: 25.6m
step 00855 (28.05%) | loss: 3.723784 | dt: 697.91ms | tok/sec: 751,224 | bf16_mfu: 16.68% | eta: 25.6m
step 00856 (28.08%) | loss: 3.733761 | dt: 695.25ms | tok/sec: 754,102 | bf16_mfu: 16.74% | eta: 25.6m
step 00857 (28.12%) | loss: 3.723262 | dt: 695.88ms | tok/sec: 753,418 | bf16_mfu: 16.72% | eta: 25.6m
step 00858 (28.15%) | loss: 3.719741 | dt: 695.32ms | tok/sec: 754,018 | bf16_mfu: 16.74% | eta: 25.6m
step 00859 (28.18%) | loss: 3.726823 | dt: 698.74ms | tok/sec: 750,336 | bf16_mfu: 16.66% | eta: 25.5m
step 00860 (28.22%) | loss: 3.722108 | dt: 699.88ms | tok/sec: 749,109 | bf16_mfu: 16.63% | eta: 25.5m
step 00861 (28.25%) | loss: 3.722120 | dt: 699.75ms | tok/sec: 749,252 | bf16_mfu: 16.63% | eta: 25.5m
step 00862 (28.28%) | loss: 3.735759 | dt: 695.87ms | tok/sec: 753,425 | bf16_mfu: 16.72% | eta: 25.5m
step 00863 (28.31%) | loss: 3.734789 | dt: 696.16ms | tok/sec: 753,113 | bf16_mfu: 16.72% | eta: 25.5m
step 00864 (28.35%) | loss: 3.736328 | dt: 697.67ms | tok/sec: 751,478 | bf16_mfu: 16.68% | eta: 25.5m
step 00865 (28.38%) | loss: 3.736372 | dt: 694.40ms | tok/sec: 755,027 | bf16_mfu: 16.76% | eta: 25.5m
step 00866 (28.41%) | loss: 3.734893 | dt: 696.10ms | tok/sec: 753,183 | bf16_mfu: 16.72% | eta: 25.5m
step 00867 (28.44%) | loss: 3.744961 | dt: 696.21ms | tok/sec: 753,056 | bf16_mfu: 16.72% | eta: 25.5m
step 00868 (28.48%) | loss: 3.735988 | dt: 699.35ms | tok/sec: 749,682 | bf16_mfu: 16.64% | eta: 25.4m
step 00869 (28.51%) | loss: 3.733608 | dt: 697.04ms | tok/sec: 752,163 | bf16_mfu: 16.70% | eta: 25.4m
step 00870 (28.54%) | loss: 3.742690 | dt: 694.66ms | tok/sec: 754,736 | bf16_mfu: 16.75% | eta: 25.4m
step 00871 (28.58%) | loss: 3.730716 | dt: 695.94ms | tok/sec: 753,350 | bf16_mfu: 16.72% | eta: 25.4m
step 00872 (28.61%) | loss: 3.726069 | dt: 701.65ms | tok/sec: 747,220 | bf16_mfu: 16.59% | eta: 25.4m
step 00873 (28.64%) | loss: 3.726609 | dt: 696.98ms | tok/sec: 752,231 | bf16_mfu: 16.70% | eta: 25.4m
step 00874 (28.67%) | loss: 3.724828 | dt: 697.86ms | tok/sec: 751,284 | bf16_mfu: 16.68% | eta: 25.4m
step 00875 (28.71%) | loss: 3.725788 | dt: 696.55ms | tok/sec: 752,694 | bf16_mfu: 16.71% | eta: 25.4m
step 00876 (28.74%) | loss: 3.732491 | dt: 694.05ms | tok/sec: 755,399 | bf16_mfu: 16.77% | eta: 25.3m
step 00877 (28.77%) | loss: 3.715496 | dt: 697.65ms | tok/sec: 751,503 | bf16_mfu: 16.68% | eta: 25.3m
step 00878 (28.81%) | loss: 3.710107 | dt: 695.17ms | tok/sec: 754,183 | bf16_mfu: 16.74% | eta: 25.3m
step 00879 (28.84%) | loss: 3.720323 | dt: 693.59ms | tok/sec: 755,907 | bf16_mfu: 16.78% | eta: 25.3m
step 00880 (28.87%) | loss: 3.726745 | dt: 700.67ms | tok/sec: 748,263 | bf16_mfu: 16.61% | eta: 25.3m
step 00881 (28.90%) | loss: 3.734204 | dt: 699.36ms | tok/sec: 749,667 | bf16_mfu: 16.64% | eta: 25.3m
step 00882 (28.94%) | loss: 3.737237 | dt: 695.20ms | tok/sec: 754,158 | bf16_mfu: 16.74% | eta: 25.3m
step 00883 (28.97%) | loss: 3.737071 | dt: 696.58ms | tok/sec: 752,665 | bf16_mfu: 16.71% | eta: 25.3m
step 00884 (29.00%) | loss: 3.721729 | dt: 695.16ms | tok/sec: 754,197 | bf16_mfu: 16.74% | eta: 25.3m
step 00885 (29.04%) | loss: 3.720401 | dt: 699.03ms | tok/sec: 750,023 | bf16_mfu: 16.65% | eta: 25.2m
step 00886 (29.07%) | loss: 3.715902 | dt: 699.99ms | tok/sec: 748,993 | bf16_mfu: 16.63% | eta: 25.2m
step 00887 (29.10%) | loss: 3.716134 | dt: 694.32ms | tok/sec: 755,111 | bf16_mfu: 16.76% | eta: 25.2m
step 00888 (29.13%) | loss: 3.723627 | dt: 698.08ms | tok/sec: 751,041 | bf16_mfu: 16.67% | eta: 25.2m
step 00889 (29.17%) | loss: 3.721368 | dt: 696.18ms | tok/sec: 753,090 | bf16_mfu: 16.72% | eta: 25.2m
step 00890 (29.20%) | loss: 3.724110 | dt: 695.93ms | tok/sec: 753,361 | bf16_mfu: 16.72% | eta: 25.2m
step 00891 (29.23%) | loss: 3.725867 | dt: 699.19ms | tok/sec: 749,847 | bf16_mfu: 16.64% | eta: 25.2m
step 00892 (29.27%) | loss: 3.732408 | dt: 696.65ms | tok/sec: 752,580 | bf16_mfu: 16.71% | eta: 25.2m
step 00893 (29.30%) | loss: 3.734832 | dt: 697.98ms | tok/sec: 751,152 | bf16_mfu: 16.67% | eta: 25.1m
step 00894 (29.33%) | loss: 3.736496 | dt: 695.03ms | tok/sec: 754,343 | bf16_mfu: 16.74% | eta: 25.1m
step 00895 (29.36%) | loss: 3.736258 | dt: 696.60ms | tok/sec: 752,638 | bf16_mfu: 16.71% | eta: 25.1m
step 00896 (29.40%) | loss: 3.749764 | dt: 697.11ms | tok/sec: 752,092 | bf16_mfu: 16.69% | eta: 25.1m
step 00897 (29.43%) | loss: 3.757926 | dt: 698.83ms | tok/sec: 750,231 | bf16_mfu: 16.65% | eta: 25.1m
step 00898 (29.46%) | loss: 3.753889 | dt: 700.30ms | tok/sec: 748,663 | bf16_mfu: 16.62% | eta: 25.1m
step 00899 (29.49%) | loss: 3.756547 | dt: 695.67ms | tok/sec: 753,643 | bf16_mfu: 16.73% | eta: 25.1m
step 00900 (29.53%) | loss: 3.753531 | dt: 699.07ms | tok/sec: 749,978 | bf16_mfu: 16.65% | eta: 25.1m
step 00901 (29.56%) | loss: 3.739896 | dt: 698.40ms | tok/sec: 750,697 | bf16_mfu: 16.66% | eta: 25.1m
step 00902 (29.59%) | loss: 3.741903 | dt: 696.65ms | tok/sec: 752,581 | bf16_mfu: 16.71% | eta: 25.0m
step 00903 (29.63%) | loss: 3.747679 | dt: 695.40ms | tok/sec: 753,942 | bf16_mfu: 16.74% | eta: 25.0m
step 00904 (29.66%) | loss: 3.735890 | dt: 695.11ms | tok/sec: 754,254 | bf16_mfu: 16.74% | eta: 25.0m
step 00905 (29.69%) | loss: 3.738604 | dt: 696.28ms | tok/sec: 752,985 | bf16_mfu: 16.71% | eta: 25.0m
step 00906 (29.72%) | loss: 3.735601 | dt: 698.33ms | tok/sec: 750,776 | bf16_mfu: 16.67% | eta: 25.0m
step 00907 (29.76%) | loss: 3.733806 | dt: 697.31ms | tok/sec: 751,876 | bf16_mfu: 16.69% | eta: 25.0m
step 00908 (29.79%) | loss: 3.725822 | dt: 694.54ms | tok/sec: 754,871 | bf16_mfu: 16.76% | eta: 25.0m
step 00909 (29.82%) | loss: 3.734483 | dt: 697.92ms | tok/sec: 751,220 | bf16_mfu: 16.68% | eta: 25.0m
step 00910 (29.86%) | loss: 3.731823 | dt: 696.03ms | tok/sec: 753,257 | bf16_mfu: 16.72% | eta: 24.9m
step 00911 (29.89%) | loss: 3.734492 | dt: 696.59ms | tok/sec: 752,644 | bf16_mfu: 16.71% | eta: 24.9m
step 00912 (29.92%) | loss: 3.731700 | dt: 698.96ms | tok/sec: 750,093 | bf16_mfu: 16.65% | eta: 24.9m
step 00913 (29.95%) | loss: 3.730817 | dt: 699.34ms | tok/sec: 749,692 | bf16_mfu: 16.64% | eta: 24.9m
step 00914 (29.99%) | loss: 3.724426 | dt: 699.41ms | tok/sec: 749,610 | bf16_mfu: 16.64% | eta: 24.9m
step 00915 (30.02%) | loss: 3.718432 | dt: 698.91ms | tok/sec: 750,151 | bf16_mfu: 16.65% | eta: 24.9m
step 00916 (30.05%) | loss: 3.729274 | dt: 697.91ms | tok/sec: 751,226 | bf16_mfu: 16.68% | eta: 24.9m
step 00917 (30.09%) | loss: 3.734537 | dt: 699.69ms | tok/sec: 749,318 | bf16_mfu: 16.63% | eta: 24.9m
step 00918 (30.12%) | loss: 3.722922 | dt: 697.75ms | tok/sec: 751,395 | bf16_mfu: 16.68% | eta: 24.9m
step 00919 (30.15%) | loss: 3.713726 | dt: 700.19ms | tok/sec: 748,776 | bf16_mfu: 16.62% | eta: 24.8m
step 00920 (30.18%) | loss: 3.716155 | dt: 699.52ms | tok/sec: 749,494 | bf16_mfu: 16.64% | eta: 24.8m
step 00921 (30.22%) | loss: 3.717878 | dt: 699.43ms | tok/sec: 749,597 | bf16_mfu: 16.64% | eta: 24.8m
step 00922 (30.25%) | loss: 3.724827 | dt: 698.81ms | tok/sec: 750,253 | bf16_mfu: 16.65% | eta: 24.8m
step 00923 (30.28%) | loss: 3.722795 | dt: 695.95ms | tok/sec: 753,346 | bf16_mfu: 16.72% | eta: 24.8m
step 00924 (30.31%) | loss: 3.726060 | dt: 698.80ms | tok/sec: 750,270 | bf16_mfu: 16.65% | eta: 24.8m
step 00925 (30.35%) | loss: 3.740954 | dt: 700.01ms | tok/sec: 748,969 | bf16_mfu: 16.63% | eta: 24.8m
step 00926 (30.38%) | loss: 3.749638 | dt: 697.82ms | tok/sec: 751,324 | bf16_mfu: 16.68% | eta: 24.8m
step 00927 (30.41%) | loss: 3.739851 | dt: 696.08ms | tok/sec: 753,203 | bf16_mfu: 16.72% | eta: 24.7m
step 00928 (30.45%) | loss: 3.748174 | dt: 698.24ms | tok/sec: 750,874 | bf16_mfu: 16.67% | eta: 24.7m
step 00929 (30.48%) | loss: 3.746826 | dt: 697.07ms | tok/sec: 752,127 | bf16_mfu: 16.70% | eta: 24.7m
step 00930 (30.51%) | loss: 3.768517 | dt: 692.41ms | tok/sec: 757,193 | bf16_mfu: 16.81% | eta: 24.7m
step 00931 (30.54%) | loss: 3.750638 | dt: 699.72ms | tok/sec: 749,279 | bf16_mfu: 16.63% | eta: 24.7m
step 00932 (30.58%) | loss: 3.751861 | dt: 699.87ms | tok/sec: 749,117 | bf16_mfu: 16.63% | eta: 24.7m
step 00933 (30.61%) | loss: 3.754015 | dt: 694.80ms | tok/sec: 754,587 | bf16_mfu: 16.75% | eta: 24.7m
step 00934 (30.64%) | loss: 3.747430 | dt: 700.43ms | tok/sec: 748,525 | bf16_mfu: 16.62% | eta: 24.7m
