W0417 09:17:18.705000 329984 torch/distributed/run.py:852] 
W0417 09:17:18.705000 329984 torch/distributed/run.py:852] *****************************************
W0417 09:17:18.705000 329984 torch/distributed/run.py:852] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0417 09:17:18.705000 329984 torch/distributed/run.py:852] *****************************************
Using Flash Attention 3 (Hopper GPU detected)
wandb: Tracking run with wandb version 0.25.1
wandb: W&B syncing is set to `offline` in this directory. Run `wandb online` or set WANDB_MODE=online to enable cloud syncing.
wandb: Run data is saved locally in /mnt/vast/joey/slowrun/wandb/offline-run-20260417_091750-hexa13nk
--- Hyperparameters ---
  n_layer=16, n_embd=1024, n_head=8, head_dim=128
  seq_len=2048, window_pattern=SSSL
  total_batch_size=524288, device_batch_size=32
  optimizer=muon
  matrix_lr=0.032, scalar_lr=0.2, embedding_lr=0.12, unembedding_lr=0.0008
  weight_decay=0.8, adam_betas=(0.8, 0.95)
  warmup_ratio=0.0, warmdown_ratio=0.6, final_lr_frac=0.0
  num_epochs=16, patience=-1
  dropout=0.1
-----------------------
Vocab size: 50,257
Padding vocab_size from 50257 to 50304
Parameters: 316,935,720 (transformer: 205,524,480, value_embeds: 8,388,608, lm_head: 51,511,296, other: 51,511,336)
FLOPs per token: 1.756259e+09
Batch size: 524,288 tokens, grad accum: 1 steps
Training for 16 epoch(s) (~3040 steps estimated)
Eval set: 10,000,000 tokens
Step 00000 | Val BPB: 3.517133 | Val Loss: 10.826475
step 00001 (0.03%) | loss: 10.826533 | dt: 14829.93ms | tok/sec: 35,353 | bf16_mfu: 0.78%
step 00002 (0.07%) | loss: 10.747878 | dt: 579.53ms | tok/sec: 904,677 | bf16_mfu: 20.08%
step 00003 (0.10%) | loss: 10.606689 | dt: 269.14ms | tok/sec: 1,947,998 | bf16_mfu: 43.24%
step 00655 (21.55%) | loss: 3.882808 | dt: 282.85ms | tok/sec: 1,853,604 | bf16_mfu: 41.15% | eta: 11.3m
step 00656 (21.58%) | loss: 3.880772 | dt: 285.58ms | tok/sec: 1,835,902 | bf16_mfu: 40.75% | eta: 11.3m
step 00657 (21.61%) | loss: 3.879756 | dt: 285.46ms | tok/sec: 1,836,661 | bf16_mfu: 40.77% | eta: 11.3m
step 00658 (21.64%) | loss: 3.880270 | dt: 286.18ms | tok/sec: 1,832,041 | bf16_mfu: 40.67% | eta: 11.3m
step 00659 (21.68%) | loss: 3.892647 | dt: 285.81ms | tok/sec: 1,834,401 | bf16_mfu: 40.72% | eta: 11.3m
step 00660 (21.71%) | loss: 3.886274 | dt: 288.64ms | tok/sec: 1,816,385 | bf16_mfu: 40.32% | eta: 11.3m
step 00661 (21.74%) | loss: 3.892618 | dt: 286.56ms | tok/sec: 1,829,569 | bf16_mfu: 40.61% | eta: 11.3m
step 00662 (21.78%) | loss: 3.884306 | dt: 282.16ms | tok/sec: 1,858,118 | bf16_mfu: 41.25% | eta: 11.2m
step 00663 (21.81%) | loss: 3.880002 | dt: 286.29ms | tok/sec: 1,831,293 | bf16_mfu: 40.65% | eta: 11.2m
step 00664 (21.84%) | loss: 3.891892 | dt: 285.83ms | tok/sec: 1,834,268 | bf16_mfu: 40.72% | eta: 11.2m
step 00665 (21.88%) | loss: 3.886399 | dt: 282.93ms | tok/sec: 1,853,060 | bf16_mfu: 41.13% | eta: 11.2m
step 00666 (21.91%) | loss: 3.879201 | dt: 282.32ms | tok/sec: 1,857,101 | bf16_mfu: 41.22% | eta: 11.2m
step 00667 (21.94%) | loss: 3.885982 | dt: 287.20ms | tok/sec: 1,825,530 | bf16_mfu: 40.52% | eta: 11.2m
step 00668 (21.97%) | loss: 3.879856 | dt: 284.60ms | tok/sec: 1,842,183 | bf16_mfu: 40.89% | eta: 11.2m
step 00669 (22.01%) | loss: 3.879874 | dt: 282.59ms | tok/sec: 1,855,302 | bf16_mfu: 41.18% | eta: 11.2m
step 00670 (22.04%) | loss: 3.892330 | dt: 285.32ms | tok/sec: 1,837,574 | bf16_mfu: 40.79% | eta: 11.2m
step 00671 (22.07%) | loss: 3.891463 | dt: 286.38ms | tok/sec: 1,830,769 | bf16_mfu: 40.64% | eta: 11.2m
step 00672 (22.11%) | loss: 3.890924 | dt: 284.13ms | tok/sec: 1,845,242 | bf16_mfu: 40.96% | eta: 11.2m
step 00673 (22.14%) | loss: 3.888081 | dt: 280.94ms | tok/sec: 1,866,224 | bf16_mfu: 41.43% | eta: 11.2m
step 00674 (22.17%) | loss: 3.884949 | dt: 286.62ms | tok/sec: 1,829,228 | bf16_mfu: 40.60% | eta: 11.2m
step 00675 (22.20%) | loss: 3.888335 | dt: 286.06ms | tok/sec: 1,832,782 | bf16_mfu: 40.68% | eta: 11.2m
step 00676 (22.24%) | loss: 3.882580 | dt: 283.42ms | tok/sec: 1,849,849 | bf16_mfu: 41.06% | eta: 11.2m
step 00677 (22.27%) | loss: 3.873854 | dt: 283.82ms | tok/sec: 1,847,277 | bf16_mfu: 41.00% | eta: 11.2m
step 00678 (22.30%) | loss: 3.878323 | dt: 287.68ms | tok/sec: 1,822,454 | bf16_mfu: 40.45% | eta: 11.2m
step 00679 (22.34%) | loss: 3.881970 | dt: 284.29ms | tok/sec: 1,844,216 | bf16_mfu: 40.94% | eta: 11.2m
step 00680 (22.37%) | loss: 3.882490 | dt: 283.05ms | tok/sec: 1,852,295 | bf16_mfu: 41.12% | eta: 11.2m
step 00681 (22.40%) | loss: 3.875269 | dt: 287.63ms | tok/sec: 1,822,811 | bf16_mfu: 40.46% | eta: 11.2m
step 00682 (22.43%) | loss: 3.864578 | dt: 285.53ms | tok/sec: 1,836,216 | bf16_mfu: 40.76% | eta: 11.2m
step 00683 (22.47%) | loss: 3.866120 | dt: 283.69ms | tok/sec: 1,848,070 | bf16_mfu: 41.02% | eta: 11.1m
step 00684 (22.50%) | loss: 3.862216 | dt: 285.99ms | tok/sec: 1,833,240 | bf16_mfu: 40.69% | eta: 11.1m
step 00685 (22.53%) | loss: 3.858765 | dt: 284.75ms | tok/sec: 1,841,233 | bf16_mfu: 40.87% | eta: 11.1m
step 00686 (22.57%) | loss: 3.851934 | dt: 285.40ms | tok/sec: 1,837,020 | bf16_mfu: 40.78% | eta: 11.1m
step 00687 (22.60%) | loss: 3.850057 | dt: 284.87ms | tok/sec: 1,840,416 | bf16_mfu: 40.85% | eta: 11.1m
step 00688 (22.63%) | loss: 3.846412 | dt: 288.56ms | tok/sec: 1,816,942 | bf16_mfu: 40.33% | eta: 11.1m
step 00689 (22.66%) | loss: 3.849369 | dt: 284.36ms | tok/sec: 1,843,727 | bf16_mfu: 40.93% | eta: 11.1m
step 00690 (22.70%) | loss: 3.847067 | dt: 283.95ms | tok/sec: 1,846,421 | bf16_mfu: 40.99% | eta: 11.1m
step 00691 (22.73%) | loss: 3.855472 | dt: 283.83ms | tok/sec: 1,847,159 | bf16_mfu: 41.00% | eta: 11.1m
step 00692 (22.76%) | loss: 3.860649 | dt: 287.10ms | tok/sec: 1,826,181 | bf16_mfu: 40.54% | eta: 11.1m
step 00693 (22.80%) | loss: 3.856969 | dt: 283.44ms | tok/sec: 1,849,759 | bf16_mfu: 41.06% | eta: 11.1m
step 00694 (22.83%) | loss: 3.856647 | dt: 286.30ms | tok/sec: 1,831,240 | bf16_mfu: 40.65% | eta: 11.1m
step 00695 (22.86%) | loss: 3.855691 | dt: 286.61ms | tok/sec: 1,829,251 | bf16_mfu: 40.60% | eta: 11.1m
step 00696 (22.89%) | loss: 3.855480 | dt: 286.22ms | tok/sec: 1,831,768 | bf16_mfu: 40.66% | eta: 11.1m
step 00697 (22.93%) | loss: 3.854744 | dt: 283.30ms | tok/sec: 1,850,669 | bf16_mfu: 41.08% | eta: 11.1m
step 00698 (22.96%) | loss: 3.844719 | dt: 287.10ms | tok/sec: 1,826,182 | bf16_mfu: 40.54% | eta: 11.1m
step 00699 (22.99%) | loss: 3.828820 | dt: 284.95ms | tok/sec: 1,839,955 | bf16_mfu: 40.84% | eta: 11.1m
step 00700 (23.03%) | loss: 3.834975 | dt: 284.22ms | tok/sec: 1,844,641 | bf16_mfu: 40.95% | eta: 11.1m
step 00701 (23.06%) | loss: 3.837111 | dt: 286.66ms | tok/sec: 1,828,981 | bf16_mfu: 40.60% | eta: 11.1m
step 00702 (23.09%) | loss: 3.842399 | dt: 288.34ms | tok/sec: 1,818,315 | bf16_mfu: 40.36% | eta: 11.1m
step 00703 (23.12%) | loss: 3.845834 | dt: 283.76ms | tok/sec: 1,847,651 | bf16_mfu: 41.01% | eta: 11.1m
step 00704 (23.16%) | loss: 3.847037 | dt: 283.25ms | tok/sec: 1,850,959 | bf16_mfu: 41.09% | eta: 11.1m
step 00705 (23.19%) | loss: 3.847816 | dt: 287.51ms | tok/sec: 1,823,550 | bf16_mfu: 40.48% | eta: 11.0m
step 00706 (23.22%) | loss: 3.851271 | dt: 285.21ms | tok/sec: 1,838,228 | bf16_mfu: 40.80% | eta: 11.0m
step 00707 (23.26%) | loss: 3.846429 | dt: 283.22ms | tok/sec: 1,851,183 | bf16_mfu: 41.09% | eta: 11.0m
step 00708 (23.29%) | loss: 3.840824 | dt: 288.36ms | tok/sec: 1,818,149 | bf16_mfu: 40.36% | eta: 11.0m
step 00709 (23.32%) | loss: 3.846520 | dt: 288.49ms | tok/sec: 1,817,367 | bf16_mfu: 40.34% | eta: 11.0m
step 00710 (23.36%) | loss: 3.843438 | dt: 284.10ms | tok/sec: 1,845,404 | bf16_mfu: 40.96% | eta: 11.0m
step 00711 (23.39%) | loss: 3.841743 | dt: 285.47ms | tok/sec: 1,836,550 | bf16_mfu: 40.77% | eta: 11.0m
step 00712 (23.42%) | loss: 3.847024 | dt: 286.83ms | tok/sec: 1,827,858 | bf16_mfu: 40.57% | eta: 11.0m
step 00713 (23.45%) | loss: 3.846946 | dt: 284.68ms | tok/sec: 1,841,660 | bf16_mfu: 40.88% | eta: 11.0m
step 00714 (23.49%) | loss: 3.851549 | dt: 285.34ms | tok/sec: 1,837,422 | bf16_mfu: 40.79% | eta: 11.0m
step 00715 (23.52%) | loss: 3.852042 | dt: 283.69ms | tok/sec: 1,848,126 | bf16_mfu: 41.02% | eta: 11.0m
step 00716 (23.55%) | loss: 3.866708 | dt: 285.22ms | tok/sec: 1,838,188 | bf16_mfu: 40.80% | eta: 11.0m
step 00717 (23.59%) | loss: 3.866081 | dt: 284.45ms | tok/sec: 1,843,142 | bf16_mfu: 40.91% | eta: 11.0m
step 00718 (23.62%) | loss: 3.858269 | dt: 285.46ms | tok/sec: 1,836,671 | bf16_mfu: 40.77% | eta: 11.0m
step 00719 (23.65%) | loss: 3.858608 | dt: 283.42ms | tok/sec: 1,849,857 | bf16_mfu: 41.06% | eta: 11.0m
step 00720 (23.68%) | loss: 3.867201 | dt: 288.19ms | tok/sec: 1,819,216 | bf16_mfu: 40.38% | eta: 11.0m
step 00721 (23.72%) | loss: 3.858780 | dt: 286.43ms | tok/sec: 1,830,402 | bf16_mfu: 40.63% | eta: 11.0m
step 00722 (23.75%) | loss: 3.848767 | dt: 284.89ms | tok/sec: 1,840,346 | bf16_mfu: 40.85% | eta: 11.0m
step 00723 (23.78%) | loss: 3.847605 | dt: 285.16ms | tok/sec: 1,838,575 | bf16_mfu: 40.81% | eta: 11.0m
step 00724 (23.82%) | loss: 3.850541 | dt: 287.52ms | tok/sec: 1,823,479 | bf16_mfu: 40.48% | eta: 11.0m
step 00725 (23.85%) | loss: 3.850069 | dt: 286.08ms | tok/sec: 1,832,653 | bf16_mfu: 40.68% | eta: 11.0m
step 00726 (23.88%) | loss: 3.852419 | dt: 282.80ms | tok/sec: 1,853,901 | bf16_mfu: 41.15% | eta: 10.9m
step 00727 (23.91%) | loss: 3.853977 | dt: 285.36ms | tok/sec: 1,837,257 | bf16_mfu: 40.78% | eta: 10.9m
step 00728 (23.95%) | loss: 3.847103 | dt: 286.23ms | tok/sec: 1,831,693 | bf16_mfu: 40.66% | eta: 10.9m
step 00729 (23.98%) | loss: 3.847888 | dt: 282.04ms | tok/sec: 1,858,898 | bf16_mfu: 41.26% | eta: 10.9m
step 00730 (24.01%) | loss: 3.850824 | dt: 283.67ms | tok/sec: 1,848,232 | bf16_mfu: 41.03% | eta: 10.9m
step 00731 (24.05%) | loss: 3.852746 | dt: 290.97ms | tok/sec: 1,801,857 | bf16_mfu: 40.00% | eta: 10.9m
step 00732 (24.08%) | loss: 3.853497 | dt: 284.76ms | tok/sec: 1,841,166 | bf16_mfu: 40.87% | eta: 10.9m
step 00733 (24.11%) | loss: 3.850336 | dt: 283.08ms | tok/sec: 1,852,100 | bf16_mfu: 41.11% | eta: 10.9m
step 00734 (24.14%) | loss: 3.863999 | dt: 284.73ms | tok/sec: 1,841,359 | bf16_mfu: 40.87% | eta: 10.9m
step 00735 (24.18%) | loss: 3.870073 | dt: 285.49ms | tok/sec: 1,836,424 | bf16_mfu: 40.76% | eta: 10.9m
step 00736 (24.21%) | loss: 3.866467 | dt: 284.98ms | tok/sec: 1,839,763 | bf16_mfu: 40.84% | eta: 10.9m
step 00737 (24.24%) | loss: 3.869241 | dt: 283.83ms | tok/sec: 1,847,181 | bf16_mfu: 41.00% | eta: 10.9m
step 00738 (24.28%) | loss: 3.870177 | dt: 288.36ms | tok/sec: 1,818,145 | bf16_mfu: 40.36% | eta: 10.9m
step 00739 (24.31%) | loss: 3.864830 | dt: 284.29ms | tok/sec: 1,844,196 | bf16_mfu: 40.94% | eta: 10.9m
step 00740 (24.34%) | loss: 3.874889 | dt: 282.91ms | tok/sec: 1,853,172 | bf16_mfu: 41.14% | eta: 10.9m
step 00741 (24.38%) | loss: 3.859914 | dt: 284.67ms | tok/sec: 1,841,771 | bf16_mfu: 40.88% | eta: 10.9m
step 00742 (24.41%) | loss: 3.867867 | dt: 286.01ms | tok/sec: 1,833,109 | bf16_mfu: 40.69% | eta: 10.9m
step 00743 (24.44%) | loss: 3.865223 | dt: 284.19ms | tok/sec: 1,844,873 | bf16_mfu: 40.95% | eta: 10.9m
step 00744 (24.47%) | loss: 3.873276 | dt: 285.16ms | tok/sec: 1,838,595 | bf16_mfu: 40.81% | eta: 10.9m
step 00745 (24.51%) | loss: 3.862760 | dt: 285.91ms | tok/sec: 1,833,744 | bf16_mfu: 40.70% | eta: 10.9m
step 00746 (24.54%) | loss: 3.854697 | dt: 285.36ms | tok/sec: 1,837,300 | bf16_mfu: 40.78% | eta: 10.9m
step 00747 (24.57%) | loss: 3.851493 | dt: 284.26ms | tok/sec: 1,844,414 | bf16_mfu: 40.94% | eta: 10.9m
step 00748 (24.61%) | loss: 3.854326 | dt: 284.18ms | tok/sec: 1,844,906 | bf16_mfu: 40.95% | eta: 10.8m
step 00749 (24.64%) | loss: 3.851539 | dt: 288.88ms | tok/sec: 1,814,905 | bf16_mfu: 40.29% | eta: 10.8m
step 00750 (24.67%) | loss: 3.852466 | dt: 284.85ms | tok/sec: 1,840,571 | bf16_mfu: 40.86% | eta: 10.8m
step 00751 (24.70%) | loss: 3.843988 | dt: 286.53ms | tok/sec: 1,829,767 | bf16_mfu: 40.62% | eta: 10.8m
step 00752 (24.74%) | loss: 3.837365 | dt: 286.90ms | tok/sec: 1,827,399 | bf16_mfu: 40.56% | eta: 10.8m
step 00753 (24.77%) | loss: 3.841574 | dt: 282.80ms | tok/sec: 1,853,899 | bf16_mfu: 41.15% | eta: 10.8m
step 00754 (24.80%) | loss: 3.844518 | dt: 286.85ms | tok/sec: 1,827,762 | bf16_mfu: 40.57% | eta: 10.8m
step 00755 (24.84%) | loss: 3.844034 | dt: 286.42ms | tok/sec: 1,830,502 | bf16_mfu: 40.63% | eta: 10.8m
step 00756 (24.87%) | loss: 3.845763 | dt: 284.98ms | tok/sec: 1,839,704 | bf16_mfu: 40.84% | eta: 10.8m
step 00757 (24.90%) | loss: 3.847638 | dt: 284.10ms | tok/sec: 1,845,434 | bf16_mfu: 40.96% | eta: 10.8m
step 00758 (24.93%) | loss: 3.842164 | dt: 287.80ms | tok/sec: 1,821,740 | bf16_mfu: 40.44% | eta: 10.8m
step 00759 (24.97%) | loss: 3.833081 | dt: 285.75ms | tok/sec: 1,834,773 | bf16_mfu: 40.73% | eta: 10.8m
Starting epoch 5
step 00760 (25.00%) | loss: 3.836132 | dt: 285.57ms | tok/sec: 1,835,911 | bf16_mfu: 40.75% | eta: 10.8m
Step 00760 | Epoch 4 | Val BPB: 1.258835 | Val Loss: 3.873883
step 00761 (25.03%) | loss: 3.814746 | dt: 272.16ms | tok/sec: 1,926,380 | bf16_mfu: 42.76% | eta: 10.8m
step 00762 (25.07%) | loss: 3.821013 | dt: 273.31ms | tok/sec: 1,918,316 | bf16_mfu: 42.58% | eta: 10.8m
step 00763 (25.10%) | loss: 3.822174 | dt: 277.08ms | tok/sec: 1,892,179 | bf16_mfu: 42.00% | eta: 10.8m
step 00764 (25.13%) | loss: 3.814439 | dt: 289.43ms | tok/sec: 1,811,477 | bf16_mfu: 40.21% | eta: 10.8m
step 00765 (25.16%) | loss: 3.787394 | dt: 292.67ms | tok/sec: 1,791,405 | bf16_mfu: 39.76% | eta: 10.8m
step 00766 (25.20%) | loss: 3.787777 | dt: 278.89ms | tok/sec: 1,879,884 | bf16_mfu: 41.73% | eta: 10.8m
step 00767 (25.23%) | loss: 3.750671 | dt: 280.72ms | tok/sec: 1,867,648 | bf16_mfu: 41.46% | eta: 10.8m
step 00768 (25.26%) | loss: 3.749961 | dt: 289.80ms | tok/sec: 1,809,164 | bf16_mfu: 40.16% | eta: 10.8m
step 00769 (25.30%) | loss: 3.752472 | dt: 284.67ms | tok/sec: 1,841,732 | bf16_mfu: 40.88% | eta: 10.7m
step 00770 (25.33%) | loss: 3.758479 | dt: 279.12ms | tok/sec: 1,878,367 | bf16_mfu: 41.69% | eta: 10.7m
step 00771 (25.36%) | loss: 3.761481 | dt: 289.14ms | tok/sec: 1,813,252 | bf16_mfu: 40.25% | eta: 10.7m
step 00772 (25.39%) | loss: 3.759030 | dt: 286.76ms | tok/sec: 1,828,300 | bf16_mfu: 40.58% | eta: 10.7m
step 00773 (25.43%) | loss: 3.759330 | dt: 286.19ms | tok/sec: 1,831,966 | bf16_mfu: 40.66% | eta: 10.7m
step 00774 (25.46%) | loss: 3.761381 | dt: 280.20ms | tok/sec: 1,871,103 | bf16_mfu: 41.53% | eta: 10.7m
step 00775 (25.49%) | loss: 3.715582 | dt: 287.30ms | tok/sec: 1,824,894 | bf16_mfu: 40.51% | eta: 10.7m
step 00776 (25.53%) | loss: 3.699564 | dt: 284.40ms | tok/sec: 1,843,477 | bf16_mfu: 40.92% | eta: 10.7m
step 00777 (25.56%) | loss: 3.716359 | dt: 284.10ms | tok/sec: 1,845,423 | bf16_mfu: 40.96% | eta: 10.7m
step 00778 (25.59%) | loss: 3.724165 | dt: 284.99ms | tok/sec: 1,839,668 | bf16_mfu: 40.84% | eta: 10.7m
step 00779 (25.62%) | loss: 3.699386 | dt: 284.89ms | tok/sec: 1,840,297 | bf16_mfu: 40.85% | eta: 10.7m
step 00780 (25.66%) | loss: 3.704806 | dt: 287.72ms | tok/sec: 1,822,234 | bf16_mfu: 40.45% | eta: 10.7m
step 00781 (25.69%) | loss: 3.708873 | dt: 285.75ms | tok/sec: 1,834,779 | bf16_mfu: 40.73% | eta: 10.7m
step 00782 (25.72%) | loss: 3.689434 | dt: 285.62ms | tok/sec: 1,835,609 | bf16_mfu: 40.75% | eta: 10.7m
step 00783 (25.76%) | loss: 3.702430 | dt: 285.79ms | tok/sec: 1,834,540 | bf16_mfu: 40.72% | eta: 10.7m
step 00784 (25.79%) | loss: 3.709707 | dt: 283.80ms | tok/sec: 1,847,358 | bf16_mfu: 41.01% | eta: 10.7m
step 00785 (25.82%) | loss: 3.711470 | dt: 284.61ms | tok/sec: 1,842,143 | bf16_mfu: 40.89% | eta: 10.7m
step 00786 (25.86%) | loss: 3.722138 | dt: 285.95ms | tok/sec: 1,833,507 | bf16_mfu: 40.70% | eta: 10.7m
step 00787 (25.89%) | loss: 3.724397 | dt: 285.23ms | tok/sec: 1,838,099 | bf16_mfu: 40.80% | eta: 10.7m
step 00788 (25.92%) | loss: 3.728591 | dt: 285.07ms | tok/sec: 1,839,144 | bf16_mfu: 40.82% | eta: 10.7m
step 00789 (25.95%) | loss: 3.739998 | dt: 286.27ms | tok/sec: 1,831,460 | bf16_mfu: 40.65% | eta: 10.7m
step 00790 (25.99%) | loss: 3.747075 | dt: 288.38ms | tok/sec: 1,818,019 | bf16_mfu: 40.36% | eta: 10.6m
step 00791 (26.02%) | loss: 3.746647 | dt: 284.88ms | tok/sec: 1,840,391 | bf16_mfu: 40.85% | eta: 10.6m
step 00792 (26.05%) | loss: 3.745621 | dt: 284.54ms | tok/sec: 1,842,559 | bf16_mfu: 40.90% | eta: 10.6m
step 00793 (26.09%) | loss: 3.745467 | dt: 288.02ms | tok/sec: 1,820,303 | bf16_mfu: 40.41% | eta: 10.6m
step 00794 (26.12%) | loss: 3.743025 | dt: 283.50ms | tok/sec: 1,849,350 | bf16_mfu: 41.05% | eta: 10.6m
step 00795 (26.15%) | loss: 3.746944 | dt: 282.53ms | tok/sec: 1,855,704 | bf16_mfu: 41.19% | eta: 10.6m
step 00796 (26.18%) | loss: 3.760218 | dt: 283.53ms | tok/sec: 1,849,133 | bf16_mfu: 41.05% | eta: 10.6m
step 00797 (26.22%) | loss: 3.757542 | dt: 287.55ms | tok/sec: 1,823,285 | bf16_mfu: 40.47% | eta: 10.6m
step 00798 (26.25%) | loss: 3.749374 | dt: 283.17ms | tok/sec: 1,851,478 | bf16_mfu: 41.10% | eta: 10.6m
step 00799 (26.28%) | loss: 3.750586 | dt: 285.01ms | tok/sec: 1,839,532 | bf16_mfu: 40.83% | eta: 10.6m
step 00800 (26.32%) | loss: 3.763562 | dt: 288.39ms | tok/sec: 1,818,004 | bf16_mfu: 40.35% | eta: 10.6m
step 00801 (26.35%) | loss: 3.754923 | dt: 284.71ms | tok/sec: 1,841,490 | bf16_mfu: 40.88% | eta: 10.6m
step 00802 (26.38%) | loss: 3.760769 | dt: 284.01ms | tok/sec: 1,846,021 | bf16_mfu: 40.98% | eta: 10.6m
step 00803 (26.41%) | loss: 3.773309 | dt: 286.55ms | tok/sec: 1,829,631 | bf16_mfu: 40.61% | eta: 10.6m
step 00804 (26.45%) | loss: 3.770345 | dt: 286.36ms | tok/sec: 1,830,863 | bf16_mfu: 40.64% | eta: 10.6m
step 00805 (26.48%) | loss: 3.762494 | dt: 284.47ms | tok/sec: 1,843,036 | bf16_mfu: 40.91% | eta: 10.6m
step 00806 (26.51%) | loss: 3.771408 | dt: 283.43ms | tok/sec: 1,849,782 | bf16_mfu: 41.06% | eta: 10.6m
step 00807 (26.55%) | loss: 3.765333 | dt: 284.71ms | tok/sec: 1,841,487 | bf16_mfu: 40.88% | eta: 10.6m
step 00808 (26.58%) | loss: 3.760004 | dt: 284.15ms | tok/sec: 1,845,093 | bf16_mfu: 40.96% | eta: 10.6m
step 00809 (26.61%) | loss: 3.768317 | dt: 284.64ms | tok/sec: 1,841,937 | bf16_mfu: 40.89% | eta: 10.6m
step 00810 (26.64%) | loss: 3.771718 | dt: 286.39ms | tok/sec: 1,830,676 | bf16_mfu: 40.64% | eta: 10.6m
step 00811 (26.68%) | loss: 3.769270 | dt: 287.76ms | tok/sec: 1,821,958 | bf16_mfu: 40.44% | eta: 10.6m
step 00812 (26.71%) | loss: 3.772752 | dt: 283.31ms | tok/sec: 1,850,556 | bf16_mfu: 41.08% | eta: 10.5m
step 00813 (26.74%) | loss: 3.774257 | dt: 286.22ms | tok/sec: 1,831,759 | bf16_mfu: 40.66% | eta: 10.5m
step 00814 (26.78%) | loss: 3.772536 | dt: 287.66ms | tok/sec: 1,822,610 | bf16_mfu: 40.46% | eta: 10.5m
step 00815 (26.81%) | loss: 3.774610 | dt: 283.63ms | tok/sec: 1,848,516 | bf16_mfu: 41.03% | eta: 10.5m
step 00816 (26.84%) | loss: 3.773819 | dt: 284.52ms | tok/sec: 1,842,731 | bf16_mfu: 40.90% | eta: 10.5m
step 00817 (26.88%) | loss: 3.771836 | dt: 284.76ms | tok/sec: 1,841,172 | bf16_mfu: 40.87% | eta: 10.5m
step 00818 (26.91%) | loss: 3.783360 | dt: 287.08ms | tok/sec: 1,826,284 | bf16_mfu: 40.54% | eta: 10.5m
step 00819 (26.94%) | loss: 3.780871 | dt: 284.27ms | tok/sec: 1,844,340 | bf16_mfu: 40.94% | eta: 10.5m
step 00820 (26.97%) | loss: 3.770542 | dt: 284.06ms | tok/sec: 1,845,688 | bf16_mfu: 40.97% | eta: 10.5m
step 00821 (27.01%) | loss: 3.763508 | dt: 289.40ms | tok/sec: 1,811,643 | bf16_mfu: 40.21% | eta: 10.5m
step 00822 (27.04%) | loss: 3.774035 | dt: 284.92ms | tok/sec: 1,840,114 | bf16_mfu: 40.85% | eta: 10.5m
step 00823 (27.07%) | loss: 3.783207 | dt: 285.86ms | tok/sec: 1,834,043 | bf16_mfu: 40.71% | eta: 10.5m
step 00824 (27.11%) | loss: 3.775804 | dt: 286.60ms | tok/sec: 1,829,321 | bf16_mfu: 40.61% | eta: 10.5m
step 00825 (27.14%) | loss: 3.778176 | dt: 286.13ms | tok/sec: 1,832,319 | bf16_mfu: 40.67% | eta: 10.5m
step 00826 (27.17%) | loss: 3.776750 | dt: 285.79ms | tok/sec: 1,834,491 | bf16_mfu: 40.72% | eta: 10.5m
step 00827 (27.20%) | loss: 3.778072 | dt: 284.83ms | tok/sec: 1,840,727 | bf16_mfu: 40.86% | eta: 10.5m
step 00828 (27.24%) | loss: 3.775647 | dt: 284.11ms | tok/sec: 1,845,389 | bf16_mfu: 40.96% | eta: 10.5m
step 00829 (27.27%) | loss: 3.770790 | dt: 280.83ms | tok/sec: 1,866,898 | bf16_mfu: 41.44% | eta: 10.5m
step 00830 (27.30%) | loss: 3.773540 | dt: 281.57ms | tok/sec: 1,862,037 | bf16_mfu: 41.33% | eta: 10.5m
step 00831 (27.34%) | loss: 3.770884 | dt: 288.04ms | tok/sec: 1,820,163 | bf16_mfu: 40.40% | eta: 10.5m
step 00832 (27.37%) | loss: 3.772663 | dt: 283.52ms | tok/sec: 1,849,196 | bf16_mfu: 41.05% | eta: 10.5m
step 00833 (27.40%) | loss: 3.769675 | dt: 285.63ms | tok/sec: 1,835,523 | bf16_mfu: 40.74% | eta: 10.4m
step 00834 (27.43%) | loss: 3.772600 | dt: 283.53ms | tok/sec: 1,849,175 | bf16_mfu: 41.05% | eta: 10.4m
step 00835 (27.47%) | loss: 3.769855 | dt: 287.68ms | tok/sec: 1,822,480 | bf16_mfu: 40.45% | eta: 10.4m
step 00836 (27.50%) | loss: 3.773126 | dt: 284.58ms | tok/sec: 1,842,305 | bf16_mfu: 40.89% | eta: 10.4m
step 00837 (27.53%) | loss: 3.771415 | dt: 285.28ms | tok/sec: 1,837,818 | bf16_mfu: 40.79% | eta: 10.4m
step 00838 (27.57%) | loss: 3.775764 | dt: 287.39ms | tok/sec: 1,824,302 | bf16_mfu: 40.49% | eta: 10.4m
step 00839 (27.60%) | loss: 3.787351 | dt: 282.92ms | tok/sec: 1,853,152 | bf16_mfu: 41.14% | eta: 10.4m
step 00840 (27.63%) | loss: 3.793128 | dt: 282.16ms | tok/sec: 1,858,140 | bf16_mfu: 41.25% | eta: 10.4m
step 00841 (27.66%) | loss: 3.796431 | dt: 288.04ms | tok/sec: 1,820,207 | bf16_mfu: 40.40% | eta: 10.4m
step 00842 (27.70%) | loss: 3.790426 | dt: 286.84ms | tok/sec: 1,827,776 | bf16_mfu: 40.57% | eta: 10.4m
